region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
SINALOA,2020-04-13,nowcast,1.2,1,1.5,1.1,1.3,0.08
SINALOA,2020-04-14,nowcast,1.2,1,1.4,1.1,1.3,0.08
SINALOA,2020-04-15,nowcast,1.2,0.9,1.4,1.1,1.3,0.11
SINALOA,2020-04-16,nowcast,1.2,0.9,1.4,1.1,1.2,0.12
SINALOA,2020-04-17,nowcast,1.1,0.9,1.4,1.1,1.2,0.15
SINALOA,2020-04-18,nowcast,1.1,0.9,1.3,1,1.2,0.16
SINALOA,2020-04-19,nowcast,1.1,0.9,1.3,1,1.2,0.18
SINALOA,2020-04-20,nowcast,1.1,0.9,1.3,1,1.2,0.19
SINALOA,2020-04-21,nowcast,1.1,0.9,1.3,1,1.2,0.19
SINALOA,2020-04-22,nowcast,1.1,0.9,1.3,1,1.2,0.22
SINALOA,2020-04-23,nowcast,1.1,0.9,1.3,1,1.2,0.21
SINALOA,2020-04-24,nowcast,1.1,0.9,1.3,1,1.2,0.19
SINALOA,2020-04-25,nowcast,1.1,0.9,1.3,1,1.2,0.15
SINALOA,2020-04-26,nowcast,1.1,0.9,1.3,1,1.2,0.13
SINALOA,2020-04-27,nowcast,1.1,0.9,1.3,1.1,1.2,0.13
SINALOA,2020-04-28,nowcast,1.1,0.9,1.3,1,1.2,0.15
SINALOA,2020-04-29,nowcast,1.1,0.9,1.3,1,1.2,0.19
SINALOA,2020-04-30,nowcast,1.1,0.9,1.2,1,1.1,0.24
SINALOA,2020-05-01,nowcast,1.1,0.9,1.2,1,1.1,0.26
SINALOA,2020-05-02,nowcast,1.1,0.9,1.2,1,1.1,0.26
SINALOA,2020-05-03,nowcast,1.1,0.9,1.3,1,1.1,0.19
SINALOA,2020-05-04,nowcast,1.1,0.9,1.3,1,1.1,0.15
SINALOA,2020-05-05,nowcast,1.1,0.9,1.3,1,1.2,0.12
SINALOA,2020-05-06,nowcast,1.1,1,1.3,1,1.2,0.1
SINALOA,2020-05-07,nowcast,1.1,1,1.3,1.1,1.2,0.07
SINALOA,2020-05-08,nowcast,1.1,1,1.3,1.1,1.2,0.04
SINALOA,2020-05-09,nowcast,1.2,1,1.3,1.1,1.2,0.05
SINALOA,2020-05-10,nowcast,1.2,1,1.3,1.1,1.2,0.04
SINALOA,2020-05-11,nowcast,1.2,1,1.3,1.1,1.2,0.03
SINALOA,2020-05-12,nowcast,1.2,1,1.3,1.1,1.2,0.02
SINALOA,2020-05-13,nowcast,1.2,1,1.3,1.1,1.2,0.04
SINALOA,2020-05-14,nowcast,1.2,1,1.3,1.1,1.2,0.03
SINALOA,2020-05-15,nowcast,1.2,1,1.3,1.1,1.2,0.03
SINALOA,2020-05-16,nowcast,1.2,1,1.3,1.1,1.2,0.02
SINALOA,2020-05-17,nowcast,1.2,1,1.3,1.1,1.2,0.02
SINALOA,2020-05-18,nowcast,1.2,1,1.3,1.1,1.2,0.02
SINALOA,2020-05-19,nowcast,1.2,1,1.3,1.1,1.2,0.02
SINALOA,2020-05-20,nowcast,1.2,1,1.3,1.1,1.2,0.03
SINALOA,2020-05-21,nowcast,1.2,1,1.3,1.1,1.2,0.04
SINALOA,2020-05-22,nowcast,1.1,1,1.3,1.1,1.2,0.04
SINALOA,2020-05-23,nowcast,1.1,1,1.3,1.1,1.2,0.06
SINALOA,2020-05-24,nowcast,1.1,1,1.3,1.1,1.2,0.05
SINALOA,2020-05-25,nowcast,1.1,1,1.2,1.1,1.2,0.04
SINALOA,2020-05-26,nowcast,1.1,1,1.2,1.1,1.2,0.04
SINALOA,2020-05-27,nowcast,1.1,1,1.2,1.1,1.2,0.04
SINALOA,2020-05-28,nowcast,1.1,1,1.2,1.1,1.2,0.05
SINALOA,2020-05-29,nowcast,1.1,1,1.2,1.1,1.1,0.08
SINALOA,2020-05-30,nowcast,1.1,1,1.2,1,1.1,0.12
SINALOA,2020-05-31,nowcast,1.1,1,1.2,1,1.1,0.16
SINALOA,2020-06-01,nowcast,1.1,0.9,1.2,1,1.1,0.22
SINALOA,2020-06-02,nowcast,1,0.9,1.1,1,1.1,0.3
SINALOA,2020-06-03,nowcast,1,0.9,1.1,1,1.1,0.39
SINALOA,2020-06-04,nowcast,1,0.9,1.1,1,1.1,0.45
SINALOA,2020-06-05,nowcast,1,0.9,1.1,1,1,0.51
SINALOA,2020-06-06,nowcast,1,0.9,1.1,1,1,0.52
SINALOA,2020-06-07,nowcast,1,0.9,1.1,1,1,0.51
SINALOA,2020-06-08,nowcast,1,0.9,1.1,1,1,0.49
SINALOA,2020-06-09,nowcast,1,0.9,1.1,1,1,0.44
SINALOA,2020-06-10,nowcast,1,0.9,1.1,1,1.1,0.36
SINALOA,2020-06-11,nowcast,1,0.9,1.1,1,1.1,0.3
SINALOA,2020-06-12,nowcast,1,0.9,1.2,1,1.1,0.25
SINALOA,2020-06-13,nowcast,1,0.9,1.1,1,1.1,0.24
SINALOA,2020-06-14,nowcast,1,0.9,1.1,1,1.1,0.19
SINALOA,2020-06-15,nowcast,1.1,0.9,1.2,1,1.1,0.18
SINALOA,2020-06-16,nowcast,1.1,1,1.2,1,1.1,0.15
SINALOA,2020-06-17,nowcast,1.1,0.9,1.2,1,1.1,0.19
SINALOA,2020-06-18,nowcast,1,0.9,1.1,1,1.1,0.25
SINALOA,2020-06-19,nowcast,1,0.9,1.1,1,1.1,0.38
SINALOA,2020-06-20,nowcast,1,0.9,1.1,1,1,0.58
SINALOA,2020-06-21,nowcast,1,0.8,1.1,0.9,1,0.77
SINALOA,2020-06-22,nowcast,0.9,0.8,1,0.9,1,0.87
SINALOA,2020-06-23,nowcast,0.9,0.8,1,0.9,1,0.89
SINALOA,2020-06-24,nowcast,0.9,0.8,1,0.9,1,0.87
SINALOA,2020-06-25,nowcast,1,0.8,1.1,0.9,1,0.79
SINALOA,2020-06-26,nowcast,1,0.9,1.1,0.9,1,0.7
SINALOA,2020-06-27,nowcast,1,0.9,1.1,0.9,1,0.64
SINALOA,2020-06-28,nowcast,1,0.9,1.1,0.9,1,0.58
SINALOA,2020-06-29,nowcast,1,0.9,1.1,1,1,0.55
SINALOA,2020-06-30,nowcast,1,0.9,1.1,1,1,0.5
SINALOA,2020-07-01,nowcast,1,0.9,1.1,1,1,0.41
SINALOA,2020-07-02,nowcast,1,0.9,1.1,1,1.1,0.34
SINALOA,2020-07-03,nowcast,1,0.9,1.1,1,1.1,0.29
SINALOA,2020-07-04,nowcast,1,0.9,1.1,1,1.1,0.24
SINALOA,2020-07-05,nowcast,1,0.9,1.1,1,1.1,0.23
SINALOA,2020-07-06,nowcast,1,0.9,1.1,1,1.1,0.21
SINALOA,2020-07-07,nowcast,1,0.9,1.1,1,1.1,0.2
SINALOA,2020-07-08,nowcast,1,0.9,1.1,1,1.1,0.21
SINALOA,2020-07-09,nowcast,1,0.9,1.2,1,1.1,0.24
SINALOA,2020-07-10,nowcast,1,0.9,1.1,1,1.1,0.32
SINALOA,2020-07-11,nowcast,1,0.9,1.1,1,1.1,0.4
SINALOA,2020-07-12,nowcast,1,0.9,1.1,1,1,0.49
SINALOA,2020-07-13,nowcast,1,0.9,1.1,1,1,0.56
SINALOA,2020-07-14,forecast,1,0.9,1.1,1,1.1,0.52
SINALOA,2020-07-15,forecast,1,0.9,1.1,1,1.1,0.5
SINALOA,2020-07-16,forecast,1,0.8,1.2,0.9,1.1,0.49
SINALOA,2020-07-17,forecast,1,0.8,1.2,0.9,1.1,0.5
SINALOA,2020-07-18,forecast,1,0.8,1.2,0.9,1.1,0.48
SINALOA,2020-07-19,forecast,1,0.8,1.2,0.9,1.1,0.48
SINALOA,2020-07-20,forecast,1,0.8,1.2,0.9,1.1,0.48
SINALOA,2020-07-21,forecast,1,0.8,1.2,0.9,1.1,0.49
SINALOA,2020-07-22,forecast,1,0.8,1.2,0.9,1.1,0.49
SINALOA,2020-07-23,forecast,1,0.8,1.2,0.9,1.1,0.49
SINALOA,2020-07-24,forecast,1,0.8,1.3,0.9,1.1,0.48
SINALOA,2020-07-25,forecast,1,0.8,1.3,0.9,1.1,0.48
SINALOA,2020-07-26,forecast,1,0.7,1.3,0.9,1.1,0.47
SINALOA,2020-07-27,forecast,1,0.7,1.3,0.9,1.1,0.48
SONORA,2020-04-07,nowcast,1.2,0.6,1.8,1,1.4,0.23
SONORA,2020-04-08,nowcast,1.2,0.6,1.8,1,1.4,0.28
SONORA,2020-04-09,nowcast,1.2,0.7,1.7,0.9,1.3,0.26
SONORA,2020-04-10,nowcast,1.2,0.6,1.7,1,1.4,0.26
SONORA,2020-04-11,nowcast,1.2,0.6,1.7,0.9,1.3,0.25
SONORA,2020-04-12,nowcast,1.2,0.7,1.8,1,1.3,0.23
SONORA,2020-04-13,nowcast,1.2,0.7,1.7,1,1.4,0.22
SONORA,2020-04-14,nowcast,1.2,0.7,1.8,1,1.4,0.21
SONORA,2020-04-15,nowcast,1.2,0.8,1.7,1,1.4,0.21
SONORA,2020-04-16,nowcast,1.2,0.8,1.7,1.1,1.4,0.19
SONORA,2020-04-17,nowcast,1.2,0.8,1.7,1,1.4,0.15
SONORA,2020-04-18,nowcast,1.3,0.8,1.8,1.1,1.4,0.13
SONORA,2020-04-19,nowcast,1.3,0.9,1.8,1.1,1.4,0.1
SONORA,2020-04-20,nowcast,1.3,0.9,1.8,1.1,1.5,0.08
SONORA,2020-04-21,nowcast,1.3,0.9,1.8,1.2,1.5,0.06
SONORA,2020-04-22,nowcast,1.4,0.9,1.8,1.2,1.5,0.06
SONORA,2020-04-23,nowcast,1.4,1,1.8,1.2,1.5,0.05
SONORA,2020-04-24,nowcast,1.4,1,1.8,1.2,1.5,0.04
SONORA,2020-04-25,nowcast,1.4,1,1.8,1.2,1.5,0.04
SONORA,2020-04-26,nowcast,1.4,1,1.7,1.3,1.5,0.03
SONORA,2020-04-27,nowcast,1.4,1.1,1.8,1.2,1.5,0.03
SONORA,2020-04-28,nowcast,1.4,1.1,1.8,1.2,1.5,0.02
SONORA,2020-04-29,nowcast,1.4,1.1,1.7,1.2,1.5,0.02
SONORA,2020-04-30,nowcast,1.4,1.1,1.7,1.2,1.5,0.02
SONORA,2020-05-01,nowcast,1.4,1.1,1.7,1.2,1.5,0.02
SONORA,2020-05-02,nowcast,1.4,1.1,1.6,1.3,1.5,0.01
SONORA,2020-05-03,nowcast,1.3,1,1.6,1.2,1.5,0.02
SONORA,2020-05-04,nowcast,1.3,1.1,1.6,1.2,1.4,0.02
SONORA,2020-05-05,nowcast,1.3,1,1.6,1.2,1.4,0.03
SONORA,2020-05-06,nowcast,1.3,1,1.5,1.2,1.3,0.03
SONORA,2020-05-07,nowcast,1.2,1,1.5,1.1,1.3,0.04
SONORA,2020-05-08,nowcast,1.2,1,1.5,1.2,1.3,0.04
SONORA,2020-05-09,nowcast,1.2,1,1.5,1.1,1.3,0.04
SONORA,2020-05-10,nowcast,1.2,1,1.4,1.1,1.3,0.04
SONORA,2020-05-11,nowcast,1.2,1,1.4,1.1,1.3,0.03
SONORA,2020-05-12,nowcast,1.2,1,1.4,1.1,1.3,0.04
SONORA,2020-05-13,nowcast,1.2,1,1.4,1.1,1.3,0.04
SONORA,2020-05-14,nowcast,1.2,1,1.4,1.1,1.3,0.04
SONORA,2020-05-15,nowcast,1.2,1,1.4,1.1,1.2,0.03
SONORA,2020-05-16,nowcast,1.2,1,1.4,1.1,1.3,0.03
SONORA,2020-05-17,nowcast,1.2,1,1.4,1.1,1.2,0.03
SONORA,2020-05-18,nowcast,1.2,1,1.4,1.1,1.3,0.02
SONORA,2020-05-19,nowcast,1.2,1,1.3,1.1,1.2,0.02
SONORA,2020-05-20,nowcast,1.2,1,1.3,1.1,1.2,0.03
SONORA,2020-05-21,nowcast,1.2,1,1.3,1.1,1.2,0.03
SONORA,2020-05-22,nowcast,1.2,1,1.3,1.1,1.2,0.04
SONORA,2020-05-23,nowcast,1.2,1,1.3,1.1,1.2,0.03
SONORA,2020-05-24,nowcast,1.2,1,1.3,1.1,1.2,0.03
SONORA,2020-05-25,nowcast,1.2,1,1.3,1.1,1.2,0.02
SONORA,2020-05-26,nowcast,1.2,1,1.3,1.1,1.2,0.02
SONORA,2020-05-27,nowcast,1.2,1,1.3,1.1,1.2,0.02
SONORA,2020-05-28,nowcast,1.2,1,1.3,1.1,1.2,0.03
SONORA,2020-05-29,nowcast,1.1,1,1.3,1.1,1.2,0.05
SONORA,2020-05-30,nowcast,1.1,1,1.2,1.1,1.2,0.09
SONORA,2020-05-31,nowcast,1.1,1,1.2,1.1,1.2,0.12
SONORA,2020-06-01,nowcast,1.1,0.9,1.2,1,1.1,0.14
SONORA,2020-06-02,nowcast,1.1,0.9,1.2,1,1.1,0.18
SONORA,2020-06-03,nowcast,1.1,1,1.2,1,1.1,0.14
SONORA,2020-06-04,nowcast,1.1,1,1.2,1,1.1,0.11
SONORA,2020-06-05,nowcast,1.1,1,1.2,1,1.1,0.08
SONORA,2020-06-06,nowcast,1.1,1,1.2,1,1.1,0.05
SONORA,2020-06-07,nowcast,1.1,1,1.2,1.1,1.1,0.03
SONORA,2020-06-08,nowcast,1.1,1,1.2,1.1,1.2,0.03
SONORA,2020-06-09,nowcast,1.1,1,1.3,1.1,1.2,0.02
SONORA,2020-06-10,nowcast,1.2,1,1.3,1.1,1.2,0.01
SONORA,2020-06-11,nowcast,1.2,1.1,1.3,1.1,1.2,0
SONORA,2020-06-12,nowcast,1.2,1.1,1.3,1.1,1.2,0
SONORA,2020-06-13,nowcast,1.2,1.1,1.3,1.2,1.2,0
SONORA,2020-06-14,nowcast,1.2,1.1,1.4,1.2,1.3,0
SONORA,2020-06-15,nowcast,1.2,1.1,1.4,1.2,1.3,0
SONORA,2020-06-16,nowcast,1.2,1.1,1.3,1.2,1.3,0
SONORA,2020-06-17,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
SONORA,2020-06-18,nowcast,1.2,1,1.3,1.1,1.2,0.03
SONORA,2020-06-19,nowcast,1.1,1,1.2,1.1,1.2,0.06
SONORA,2020-06-20,nowcast,1.1,1,1.2,1,1.1,0.11
SONORA,2020-06-21,nowcast,1.1,1,1.2,1,1.1,0.18
SONORA,2020-06-22,nowcast,1.1,0.9,1.1,1,1.1,0.2
SONORA,2020-06-23,nowcast,1.1,1,1.1,1,1.1,0.14
SONORA,2020-06-24,nowcast,1.1,1,1.2,1,1.1,0.07
SONORA,2020-06-25,nowcast,1.1,1,1.2,1,1.1,0.04
SONORA,2020-06-26,nowcast,1.1,1,1.2,1.1,1.1,0.01
SONORA,2020-06-27,nowcast,1.1,1,1.2,1.1,1.1,0.01
SONORA,2020-06-28,nowcast,1.1,1,1.2,1.1,1.1,0.02
SONORA,2020-06-29,nowcast,1.1,1,1.2,1.1,1.1,0.04
SONORA,2020-06-30,nowcast,1.1,1,1.2,1,1.1,0.07
SONORA,2020-07-01,nowcast,1.1,1,1.1,1,1.1,0.13
SONORA,2020-07-02,nowcast,1.1,1,1.1,1,1.1,0.15
SONORA,2020-07-03,nowcast,1,1,1.1,1,1.1,0.15
SONORA,2020-07-04,nowcast,1,1,1.1,1,1.1,0.16
SONORA,2020-07-05,nowcast,1,1,1.1,1,1.1,0.18
SONORA,2020-07-06,nowcast,1,1,1.1,1,1.1,0.22
SONORA,2020-07-07,nowcast,1,1,1.1,1,1.1,0.24
SONORA,2020-07-08,nowcast,1,1,1.1,1,1.1,0.2
SONORA,2020-07-09,nowcast,1,1,1.1,1,1.1,0.15
SONORA,2020-07-10,nowcast,1,1,1.1,1,1.1,0.11
SONORA,2020-07-11,nowcast,1.1,1,1.1,1,1.1,0.09
SONORA,2020-07-12,nowcast,1,1,1.1,1,1.1,0.14
SONORA,2020-07-13,nowcast,1,0.9,1.1,1,1.1,0.27
SONORA,2020-07-14,forecast,1,0.9,1.1,1,1.1,0.26
SONORA,2020-07-15,forecast,1,0.9,1.1,1,1.1,0.29
SONORA,2020-07-16,forecast,1,0.9,1.1,1,1.1,0.31
SONORA,2020-07-17,forecast,1,0.9,1.2,1,1.1,0.32
SONORA,2020-07-18,forecast,1,0.9,1.2,1,1.1,0.33
SONORA,2020-07-19,forecast,1,0.9,1.2,1,1.1,0.33
SONORA,2020-07-20,forecast,1,0.9,1.2,1,1.1,0.34
SONORA,2020-07-21,forecast,1,0.9,1.2,1,1.1,0.35
SONORA,2020-07-22,forecast,1,0.9,1.2,1,1.1,0.36
SONORA,2020-07-23,forecast,1,0.9,1.2,1,1.1,0.37
SONORA,2020-07-24,forecast,1,0.9,1.2,1,1.1,0.37
SONORA,2020-07-25,forecast,1,0.9,1.2,1,1.1,0.37
SONORA,2020-07-26,forecast,1,0.8,1.2,1,1.1,0.37
SONORA,2020-07-27,forecast,1,0.8,1.2,1,1.1,0.38
TABASCO,2020-04-02,nowcast,1.5,1,2,1.3,1.7,0.05
TABASCO,2020-04-03,nowcast,1.5,1,2,1.2,1.6,0.05
TABASCO,2020-04-04,nowcast,1.4,1,1.9,1.2,1.6,0.03
TABASCO,2020-04-05,nowcast,1.5,1.1,1.9,1.3,1.6,0.02
TABASCO,2020-04-06,nowcast,1.5,1.1,1.9,1.3,1.6,0.02
TABASCO,2020-04-07,nowcast,1.5,1.1,1.9,1.3,1.6,0.01
TABASCO,2020-04-08,nowcast,1.5,1.1,1.9,1.3,1.6,0.01
TABASCO,2020-04-09,nowcast,1.5,1.1,1.9,1.3,1.6,0.01
TABASCO,2020-04-10,nowcast,1.5,1.2,1.9,1.3,1.6,0
TABASCO,2020-04-11,nowcast,1.5,1.1,1.8,1.3,1.6,0.01
TABASCO,2020-04-12,nowcast,1.4,1.1,1.8,1.3,1.5,0.01
TABASCO,2020-04-13,nowcast,1.4,1.1,1.7,1.3,1.5,0.01
TABASCO,2020-04-14,nowcast,1.4,1.1,1.7,1.2,1.5,0.02
TABASCO,2020-04-15,nowcast,1.3,1.1,1.6,1.2,1.4,0.02
TABASCO,2020-04-16,nowcast,1.3,1.1,1.6,1.2,1.4,0.03
TABASCO,2020-04-17,nowcast,1.3,1,1.5,1.2,1.4,0.04
TABASCO,2020-04-18,nowcast,1.2,1,1.4,1.1,1.3,0.06
TABASCO,2020-04-19,nowcast,1.2,0.9,1.4,1.1,1.2,0.11
TABASCO,2020-04-20,nowcast,1.1,0.9,1.4,1.1,1.2,0.13
TABASCO,2020-04-21,nowcast,1.1,0.9,1.3,1,1.2,0.16
TABASCO,2020-04-22,nowcast,1.1,0.9,1.3,1,1.2,0.17
TABASCO,2020-04-23,nowcast,1.1,0.9,1.3,1,1.2,0.2
TABASCO,2020-04-24,nowcast,1.1,0.9,1.2,1,1.2,0.18
TABASCO,2020-04-25,nowcast,1.1,0.9,1.3,1,1.1,0.19
TABASCO,2020-04-26,nowcast,1.1,0.9,1.2,1,1.1,0.16
TABASCO,2020-04-27,nowcast,1.1,0.9,1.3,1,1.2,0.15
TABASCO,2020-04-28,nowcast,1.1,0.9,1.3,1,1.2,0.12
TABASCO,2020-04-29,nowcast,1.1,0.9,1.3,1,1.2,0.11
TABASCO,2020-04-30,nowcast,1.1,1,1.3,1.1,1.2,0.08
TABASCO,2020-05-01,nowcast,1.1,1,1.3,1.1,1.2,0.06
TABASCO,2020-05-02,nowcast,1.1,1,1.3,1.1,1.2,0.04
TABASCO,2020-05-03,nowcast,1.2,1,1.3,1.1,1.2,0.04
TABASCO,2020-05-04,nowcast,1.2,1,1.3,1.1,1.2,0.04
TABASCO,2020-05-05,nowcast,1.2,1,1.3,1.1,1.2,0.03
TABASCO,2020-05-06,nowcast,1.2,1,1.3,1.1,1.2,0.05
TABASCO,2020-05-07,nowcast,1.1,1,1.3,1.1,1.2,0.05
TABASCO,2020-05-08,nowcast,1.1,1,1.3,1.1,1.2,0.06
TABASCO,2020-05-09,nowcast,1.1,1,1.3,1.1,1.2,0.07
TABASCO,2020-05-10,nowcast,1.1,1,1.3,1.1,1.2,0.09
TABASCO,2020-05-11,nowcast,1.1,1,1.2,1.1,1.2,0.1
TABASCO,2020-05-12,nowcast,1.1,1,1.2,1.1,1.2,0.08
TABASCO,2020-05-13,nowcast,1.1,1,1.2,1,1.1,0.09
TABASCO,2020-05-14,nowcast,1.1,1,1.2,1.1,1.2,0.08
TABASCO,2020-05-15,nowcast,1.1,1,1.2,1.1,1.2,0.07
TABASCO,2020-05-16,nowcast,1.1,1,1.2,1.1,1.1,0.07
TABASCO,2020-05-17,nowcast,1.1,1,1.2,1.1,1.2,0.07
TABASCO,2020-05-18,nowcast,1.1,1,1.2,1.1,1.2,0.05
TABASCO,2020-05-19,nowcast,1.1,1,1.2,1.1,1.2,0.04
TABASCO,2020-05-20,nowcast,1.1,1,1.3,1.1,1.2,0.04
TABASCO,2020-05-21,nowcast,1.1,1,1.3,1.1,1.2,0.02
TABASCO,2020-05-22,nowcast,1.1,1,1.3,1.1,1.2,0.02
TABASCO,2020-05-23,nowcast,1.1,1,1.3,1.1,1.2,0.02
TABASCO,2020-05-24,nowcast,1.1,1,1.3,1.1,1.2,0.02
TABASCO,2020-05-25,nowcast,1.1,1,1.3,1.1,1.2,0.03
TABASCO,2020-05-26,nowcast,1.1,1,1.2,1.1,1.2,0.04
TABASCO,2020-05-27,nowcast,1.1,1,1.2,1.1,1.2,0.06
TABASCO,2020-05-28,nowcast,1.1,1,1.2,1.1,1.2,0.11
TABASCO,2020-05-29,nowcast,1.1,1,1.2,1,1.1,0.13
TABASCO,2020-05-30,nowcast,1.1,0.9,1.2,1,1.1,0.18
TABASCO,2020-05-31,nowcast,1,0.9,1.1,1,1.1,0.24
TABASCO,2020-06-01,nowcast,1,0.9,1.1,1,1.1,0.29
TABASCO,2020-06-02,nowcast,1,0.9,1.1,1,1.1,0.27
TABASCO,2020-06-03,nowcast,1,0.9,1.1,1,1.1,0.24
TABASCO,2020-06-04,nowcast,1,1,1.1,1,1.1,0.18
TABASCO,2020-06-05,nowcast,1.1,1,1.2,1,1.1,0.13
TABASCO,2020-06-06,nowcast,1.1,1,1.2,1,1.1,0.08
TABASCO,2020-06-07,nowcast,1.1,1,1.2,1,1.1,0.05
TABASCO,2020-06-08,nowcast,1.1,1,1.2,1.1,1.1,0.03
TABASCO,2020-06-09,nowcast,1.1,1,1.2,1.1,1.2,0.02
TABASCO,2020-06-10,nowcast,1.1,1,1.2,1.1,1.2,0.01
TABASCO,2020-06-11,nowcast,1.1,1,1.2,1.1,1.2,0.02
TABASCO,2020-06-12,nowcast,1.1,1,1.2,1.1,1.2,0.02
TABASCO,2020-06-13,nowcast,1.1,1,1.2,1.1,1.2,0.03
TABASCO,2020-06-14,nowcast,1.1,1,1.2,1.1,1.1,0.03
TABASCO,2020-06-15,nowcast,1.1,1,1.2,1.1,1.1,0.04
TABASCO,2020-06-16,nowcast,1.1,1,1.2,1.1,1.1,0.06
TABASCO,2020-06-17,nowcast,1.1,1,1.2,1,1.1,0.09
TABASCO,2020-06-18,nowcast,1.1,1,1.1,1,1.1,0.12
TABASCO,2020-06-19,nowcast,1.1,1,1.1,1,1.1,0.17
TABASCO,2020-06-20,nowcast,1,0.9,1.1,1,1.1,0.21
TABASCO,2020-06-21,nowcast,1,1,1.1,1,1.1,0.21
TABASCO,2020-06-22,nowcast,1,1,1.1,1,1.1,0.19
TABASCO,2020-06-23,nowcast,1,1,1.1,1,1.1,0.15
TABASCO,2020-06-24,nowcast,1.1,1,1.1,1,1.1,0.11
TABASCO,2020-06-25,nowcast,1.1,1,1.2,1,1.1,0.06
TABASCO,2020-06-26,nowcast,1.1,1,1.2,1,1.1,0.03
TABASCO,2020-06-27,nowcast,1.1,1,1.2,1.1,1.1,0.02
TABASCO,2020-06-28,nowcast,1.1,1,1.2,1.1,1.1,0.01
TABASCO,2020-06-29,nowcast,1.1,1,1.2,1.1,1.1,0.01
TABASCO,2020-06-30,nowcast,1.1,1,1.2,1.1,1.1,0.01
TABASCO,2020-07-01,nowcast,1.1,1,1.2,1.1,1.1,0.02
TABASCO,2020-07-02,nowcast,1.1,1,1.2,1.1,1.1,0.02
TABASCO,2020-07-03,nowcast,1.1,1,1.2,1.1,1.1,0.06
TABASCO,2020-07-04,nowcast,1.1,1,1.2,1,1.1,0.07
TABASCO,2020-07-05,nowcast,1.1,1,1.1,1,1.1,0.11
TABASCO,2020-07-06,nowcast,1.1,1,1.1,1,1.1,0.14
TABASCO,2020-07-07,nowcast,1,1,1.1,1,1.1,0.2
TABASCO,2020-07-08,nowcast,1,1,1.1,1,1.1,0.28
TABASCO,2020-07-09,nowcast,1,0.9,1.1,1,1,0.36
TABASCO,2020-07-10,nowcast,1,0.9,1.1,1,1,0.41
TABASCO,2020-07-11,nowcast,1,0.9,1.1,1,1,0.4
TABASCO,2020-07-12,nowcast,1,0.9,1.1,1,1,0.33
TABASCO,2020-07-13,nowcast,1,0.9,1.1,1,1.1,0.24
TABASCO,2020-07-14,forecast,1,0.9,1.1,1,1.1,0.32
TABASCO,2020-07-15,forecast,1,0.9,1.1,1,1.1,0.34
TABASCO,2020-07-16,forecast,1,0.9,1.2,1,1.1,0.35
TABASCO,2020-07-17,forecast,1,0.9,1.2,1,1.1,0.35
TABASCO,2020-07-18,forecast,1,0.9,1.2,1,1.1,0.38
TABASCO,2020-07-19,forecast,1,0.9,1.2,1,1.1,0.38
TABASCO,2020-07-20,forecast,1,0.8,1.2,1,1.1,0.39
TABASCO,2020-07-21,forecast,1,0.9,1.2,1,1.1,0.39
TABASCO,2020-07-22,forecast,1,0.8,1.2,1,1.1,0.39
TABASCO,2020-07-23,forecast,1,0.8,1.2,0.9,1.1,0.4
TABASCO,2020-07-24,forecast,1,0.8,1.2,1,1.1,0.4
TABASCO,2020-07-25,forecast,1,0.8,1.2,0.9,1.1,0.41
TABASCO,2020-07-26,forecast,1,0.8,1.2,1,1.1,0.42
TABASCO,2020-07-27,forecast,1,0.8,1.3,1,1.1,0.41
TAMAULIPAS,2020-04-05,nowcast,1.3,0.7,2,1.1,1.6,0.16
TAMAULIPAS,2020-04-06,nowcast,1.3,0.7,2,1.1,1.6,0.14
TAMAULIPAS,2020-04-07,nowcast,1.4,0.8,2,1.1,1.5,0.12
TAMAULIPAS,2020-04-08,nowcast,1.4,0.9,2,1.1,1.5,0.1
TAMAULIPAS,2020-04-09,nowcast,1.4,0.9,2,1.2,1.6,0.08
TAMAULIPAS,2020-04-10,nowcast,1.4,0.9,2,1.2,1.6,0.06
TAMAULIPAS,2020-04-11,nowcast,1.4,0.9,2,1.2,1.6,0.06
TAMAULIPAS,2020-04-12,nowcast,1.4,0.9,1.9,1.2,1.6,0.05
TAMAULIPAS,2020-04-13,nowcast,1.4,0.9,1.9,1.2,1.6,0.06
TAMAULIPAS,2020-04-14,nowcast,1.4,0.9,1.8,1.2,1.5,0.08
TAMAULIPAS,2020-04-15,nowcast,1.3,0.9,1.7,1.1,1.5,0.1
TAMAULIPAS,2020-04-16,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
TAMAULIPAS,2020-04-17,nowcast,1.3,0.9,1.6,1.1,1.4,0.11
TAMAULIPAS,2020-04-18,nowcast,1.2,0.9,1.6,1.1,1.3,0.12
TAMAULIPAS,2020-04-19,nowcast,1.2,0.9,1.6,1.1,1.3,0.12
TAMAULIPAS,2020-04-20,nowcast,1.2,0.9,1.6,1.1,1.3,0.13
TAMAULIPAS,2020-04-21,nowcast,1.2,0.9,1.5,1,1.3,0.14
TAMAULIPAS,2020-04-22,nowcast,1.2,0.8,1.5,1,1.3,0.16
TAMAULIPAS,2020-04-23,nowcast,1.2,0.9,1.5,1,1.3,0.17
TAMAULIPAS,2020-04-24,nowcast,1.2,0.9,1.5,1,1.3,0.17
TAMAULIPAS,2020-04-25,nowcast,1.2,0.9,1.5,1.1,1.3,0.15
