region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
AGUASCALIENTES,2020-03-18,1,1,1,1,1,1
AGUASCALIENTES,2020-03-19,1,1,1,1,1,1
AGUASCALIENTES,2020-03-20,1,1,1,1,1,1
AGUASCALIENTES,2020-03-21,1,1,1,1,1,1
AGUASCALIENTES,2020-03-22,1,1,1,1,1,1
AGUASCALIENTES,2020-03-23,1,1,1,1,1,1
AGUASCALIENTES,2020-03-24,1,1,2,1,1,1
AGUASCALIENTES,2020-03-25,2,2,2,2,2,1
AGUASCALIENTES,2020-03-26,2,2,2,2,2,1
AGUASCALIENTES,2020-03-27,2,2,2,2,2,1
AGUASCALIENTES,2020-03-28,2,2,2,2,2,1
AGUASCALIENTES,2020-03-29,2,1,2,2,2,1
AGUASCALIENTES,2020-03-30,2,2,2,2,2,1
AGUASCALIENTES,2020-03-31,2,2,2,2,2,1
AGUASCALIENTES,2020-04-01,3,2,3,3,3,1
AGUASCALIENTES,2020-04-02,3,3,3,3,3,1
AGUASCALIENTES,2020-04-03,3,3,4,3,3,1
AGUASCALIENTES,2020-04-04,4,4,4,4,4,1
AGUASCALIENTES,2020-04-05,5,4,5,5,5,1
AGUASCALIENTES,2020-04-06,5,5,5,5,5,1
AGUASCALIENTES,2020-04-07,6,6,6,6,6,1
AGUASCALIENTES,2020-04-08,7,6,7,7,7,1
AGUASCALIENTES,2020-04-09,7,7,7,7,7,1
AGUASCALIENTES,2020-04-10,8,7,8,8,8,0.99
AGUASCALIENTES,2020-04-11,8,8,9,8,8,0.99
AGUASCALIENTES,2020-04-12,9,9,10,9,9,0.99
AGUASCALIENTES,2020-04-13,10,10,11,10,10,0.99
AGUASCALIENTES,2020-04-14,11,11,12,11,11,0.99
AGUASCALIENTES,2020-04-15,12,12,13,12,12,0.98
AGUASCALIENTES,2020-04-16,13,13,14,13,13,0.98
AGUASCALIENTES,2020-04-17,13,13,14,13,13,0.97
AGUASCALIENTES,2020-04-18,13,13,14,13,13,0.96
AGUASCALIENTES,2020-04-19,12,12,14,12,12,0.96
AGUASCALIENTES,2020-04-20,13,12,14,12,13,0.95
AGUASCALIENTES,2020-04-21,14,13,15,13,14,0.93
AGUASCALIENTES,2020-04-22,14,13,16,13,14,0.92
AGUASCALIENTES,2020-04-23,14,13,16,13,14,0.9
AGUASCALIENTES,2020-04-24,14,12,16,13,14,0.87
AGUASCALIENTES,2020-04-25,13,11,16,11,13,0.85
AGUASCALIENTES,2020-04-26,12,10,15,10,12,0.82
AGUASCALIENTES,2020-04-27,12,9,15,10,12,0.78
AGUASCALIENTES,2020-04-28,11,8,14,10,12,0.73
AGUASCALIENTES,2020-04-29,12,8,16,9,12,0.68
AGUASCALIENTES,2020-04-30,13,9,18,11,14,0.62
AGUASCALIENTES,2020-05-01,15,10,21,11,15,0.55
AGUASCALIENTES,2020-05-02,18,11,25,12,18,0.47
AGUASCALIENTES,2020-05-03,21,11,30,16,23,0.39
AGUASCALIENTES,2020-05-04,24,12,36,18,27,0.3
BAJA CALIFORNIA,2020-03-07,1,1,1,1,1,1
BAJA CALIFORNIA,2020-03-08,1,1,1,1,1,1
BAJA CALIFORNIA,2020-03-09,1,1,1,1,1,1
BAJA CALIFORNIA,2020-03-10,1,1,1,1,1,1
BAJA CALIFORNIA,2020-03-11,1,1,1,1,1,1
BAJA CALIFORNIA,2020-03-12,2,1,2,2,2,1
BAJA CALIFORNIA,2020-03-13,2,2,2,2,2,1
BAJA CALIFORNIA,2020-03-14,3,2,3,3,3,1
BAJA CALIFORNIA,2020-03-15,3,3,4,3,3,1
BAJA CALIFORNIA,2020-03-16,4,4,5,4,4,1
BAJA CALIFORNIA,2020-03-17,5,5,6,5,5,1
BAJA CALIFORNIA,2020-03-18,6,6,7,6,6,1
BAJA CALIFORNIA,2020-03-19,8,7,9,8,8,1
BAJA CALIFORNIA,2020-03-20,10,9,11,9,10,1
BAJA CALIFORNIA,2020-03-21,12,11,13,11,12,1
BAJA CALIFORNIA,2020-03-22,14,13,15,13,14,1
BAJA CALIFORNIA,2020-03-23,17,16,18,16,17,1
BAJA CALIFORNIA,2020-03-24,20,19,21,19,20,1
BAJA CALIFORNIA,2020-03-25,23,21,24,22,23,1
BAJA CALIFORNIA,2020-03-26,27,26,28,26,27,1
BAJA CALIFORNIA,2020-03-27,31,30,32,30,31,1
BAJA CALIFORNIA,2020-03-28,35,34,36,34,35,1
BAJA CALIFORNIA,2020-03-29,38,37,39,38,38,1
BAJA CALIFORNIA,2020-03-30,41,40,42,40,41,1
BAJA CALIFORNIA,2020-03-31,44,43,45,44,44,1
BAJA CALIFORNIA,2020-04-01,46,45,47,46,46,1
BAJA CALIFORNIA,2020-04-02,48,47,49,48,48,1
BAJA CALIFORNIA,2020-04-03,50,49,51,49,50,1
BAJA CALIFORNIA,2020-04-04,52,50,53,51,52,1
BAJA CALIFORNIA,2020-04-05,56,55,57,55,56,1
BAJA CALIFORNIA,2020-04-06,60,59,61,59,60,1
BAJA CALIFORNIA,2020-04-07,63,62,64,62,63,1
BAJA CALIFORNIA,2020-04-08,66,65,67,65,66,1
BAJA CALIFORNIA,2020-04-09,70,69,71,69,70,1
BAJA CALIFORNIA,2020-04-10,73,72,74,72,73,0.99
BAJA CALIFORNIA,2020-04-11,76,75,77,75,76,0.99
BAJA CALIFORNIA,2020-04-12,78,78,80,77,78,0.99
BAJA CALIFORNIA,2020-04-13,80,78,81,79,80,0.99
BAJA CALIFORNIA,2020-04-14,79,78,81,78,79,0.99
BAJA CALIFORNIA,2020-04-15,78,76,80,77,78,0.98
BAJA CALIFORNIA,2020-04-16,76,74,78,75,76,0.98
BAJA CALIFORNIA,2020-04-17,73,70,75,71,73,0.97
BAJA CALIFORNIA,2020-04-18,73,71,76,71,73,0.96
